评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7159825785339118350,@ @社死的杰尼龟,,0,2022-10-29 15:00:56,doki．,https://www.douyin.com/user/MS4wLjABAAAAWLxUwU0nv1bu-d6L-ytgDO1BtTuDJ4bv2a95x5ogiXY,,"😝😝😝
恋人：@雅思莫卡 
情人：@deki.",0,湖南
7159825120994394894,感谢缘分让我们相遇、共同学习,,0,2022-10-29 14:58:20,莎一,https://www.douyin.com/user/MS4wLjABAAAAHHBCGecKE-kew3h5GVRGRRol6nn_FEWe2ZOOlGnChLE,jessica188699,"🍀繁忙的工作很辛苦，但不痛苦！
🌱空杯心态，静心面对跌落起伏！
🌵平常日子平常过，幸福每一天！！",0,广东
7159822843344061195,@[赞][赞][赞][赞][赞][赞],,0,2022-10-29 14:49:26,@@,https://www.douyin.com/user/MS4wLjABAAAA96SNz3nKHT0unqDq6zkHzUpq3NolwqiQKVVSWAeAfA0aB7t92QIbfhap_qBVkMK_,dyhp6ych4w9x,,0,重庆
7159816163056468769,你给我删了,,0,2022-10-29 14:23:36,花花好物,https://www.douyin.com/user/MS4wLjABAAAA9W-UqLMUrIXjKLZUF_8f-MuMba2tB6d67iYoKDeWQRM,wangyueyue60,"[♥]爱生活、爱购物
[♥]只买对的、不买贵的
[♥]所有视频同款商品点击左角链接或下方橱窗里
[♥]所有售后问题可联系客服后好物还在持续更新中~",0,上海
7159815800881578791,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-29 14:22:09,赵姐,https://www.douyin.com/user/MS4wLjABAAAAaPcZtyuMr__SFMh8_tbi0901-YCzR99UW7EWYfBsRQE,,西安,0,陕西
7159815225390367488,资生堂的红罐面霜也好用，晚上厚涂第二天早上有的痘痘都下了,,0,2022-10-29 14:19:59,风铧,https://www.douyin.com/user/MS4wLjABAAAAkI7EylmeimMAiR9CsiOBDZGdisK5CV0J16er-KNIaf9oZGnfXmAebbAMEgzT2P65,YL_110156X,或许别人的口中的才是真正的我呢,0,河南
7159812585814082338,@[赞][赞][赞][赞][赞],,0,2022-10-29 14:09:43,廉胜玲,https://www.douyin.com/user/MS4wLjABAAAA2_GiAsifMJw49OorBzXj6MpXJiLDuopHU1cSKGSmp8tMz_OHU-zNdO4LMq7d1_Au,37934995205,回民,0,天津
7159808997314183967,[赞][赞][赞],,0,2022-10-29 13:55:48,春儿,https://www.douyin.com/user/MS4wLjABAAAAoQ2SolY7Hs8YSoYo9YufHaKpzIOsPYDQovb1qrRWfar9C0avIr5bJEiAB46NiAsN,xiaoyuer824666,"感谢抖音平台
我是一位来自陕西的抖音爱好者
❤❤❤分享生活中的喜闻乐见
❤❤❤喜欢和真诚的人交朋友
❤❤❤感谢有你感恩遇见！
朋友：@抖家（助力新人）",0,陕西
7159808877961380611,[赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌][困],,0,2022-10-29 13:55:20,李二姐,https://www.douyin.com/user/MS4wLjABAAAALvCbwks_DFsdD6iCw_Rg0O8_IO0RJhpJrQd-RdgCOhE,39149308307,,0,四川
7159808593943855885,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],,0,2022-10-29 13:54:13,刘姥姥,https://www.douyin.com/user/MS4wLjABAAAAhJvXRMAbnan32m3vs-E6ZIgPKsHTYUMqy_phjfy_F4E,dyi9zqdp6gag,,0,吉林
7159805810519343885,@柠檬水,,0,2022-10-29 13:43:22,念の单曲,https://www.douyin.com/user/MS4wLjABAAAAwQMEBfjS5FIQNLiomiPKrvvmqK2vzr0nRxEKn-VOllw,lcx2068153010,小鱼小鱼快快游  四面八方皆自由,0,广西
7159799423358452483,@阿君的女朋友 美美美[舔屏][舔屏][舔屏][舔屏][舔屏],,0,2022-10-29 13:18:37,🐹👊🏻,https://www.douyin.com/user/MS4wLjABAAAAUcBUHvoOH6r6nYiYCM1YX6E9V-ZLYgkxkozb6dxhb3w,kookieeeeeeee,,0,山东
7159797765148951332,[赞][比心][比心],,0,2022-10-29 13:12:11,仨孩妈私房美食,https://www.douyin.com/user/MS4wLjABAAAA25VJ44nTMZXBSWNBZLvAVIqvCsjc7LqkVbmTVX_rHhHPaHqgzQMeG7pUWosAQm-A,,"做好自己，成为自己心中的英雄
来自河南周口70后三个孩子的妈妈
在上海宝山做家庭私房生鲜馄饨➕水饺
每天精选新鲜食材，纯手工制作、零添加更放心
我用心出品,你用心品、10多种口味满足不同人的需求",0,上海
7159795922770592516,[赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰][爱心][爱心][爱心][爱心],,0,2022-10-29 13:04:58,十月菊花,https://www.douyin.com/user/MS4wLjABAAAA1HsvhEJP2M2jLefGRSPpbXohqT78nixWeHRpyIxf3UBLKRjiSTVIJcNnb0fN2aUr,shiyuejuhua145,"想型
朋友：
喜欢的达人：
理想型：",0,湖南
7159793376144720679,[赞][赞][赞],,0,2022-10-29 12:55:07,用户8600835152075,https://www.douyin.com/user/MS4wLjABAAAAev8ZikKq6wxQsynzT4cGZsEHruR03jseOfzqwzWPDdE,55696156432,,0,江苏
7159792043370431267,[赞][赞][赞][赞][赞],,0,2022-10-29 12:49:56,踏雪寻梅。,https://www.douyin.com/user/MS4wLjABAAAAVuve1zEsPcoOhc59hTqz0p-TZHVUqp_wdaBSO-rXmxQpT6hAQE-pg6VXfMbbKdmm,dy3y34uo5z8s,,0,山东
7159790849696809731,漂亮[玫瑰][玫瑰][玫瑰],,0,2022-10-29 12:45:18,且行，且珍惜,https://www.douyin.com/user/MS4wLjABAAAATK0P6NFJisAEbCPI6bGF6ydCajSUIhLaoZJeSTf59H0,dy34ykt5uyd6,感恩抖音平台记录生活点点滴滴留下美好回忆，人在路上，鞋磨破可以换，但路必须自己走，喜可与人分享，但伤只能自己扛，感恩遇见每一位朋友，谢谢帅哥美女美赞美评。,0,辽宁
7159789482312286979,,,0,2022-10-29 12:40:00,王姐,https://www.douyin.com/user/MS4wLjABAAAA85GNAQlt7BA3VUCqzFkRDoVg6adZrH4LDcBhRUEkxHw,wangjie37605,开心就好！,0,安徽
7159789271107420939,好漂亮美女[赞][赞][赞],,0,2022-10-29 12:39:09,草莓姐,https://www.douyin.com/user/MS4wLjABAAAAp_RyD4WmnU2MUa2q5XNTg_EWFot04m6TxpHPmUKU38jGRgmf-oWmQxJpwUNfA6UJ,caomeijie811,谢谢抖音平台带铪了我很多快乐💑,0,广东
7159787650001552141,好漂亮[赞][赞][赞],,0,2022-10-29 12:32:56,玲玲哒,https://www.douyin.com/user/MS4wLjABAAAAp_lrDA6HB6eR-Cp6eMXuX9AiipWHn6ILs7Bj47In2xcRDLzdTLdHLmmbegaFSeMe,Wangyiqing132591,抖音爱好者,0,山东
7159786994670617359,[赞][赞][赞],,0,2022-10-29 12:30:22,花凌若别离🍀,https://www.douyin.com/user/MS4wLjABAAAAbxhJ7nM7_z90jxteSB1Dasvw0UZhehI3pKtwUSQaFP8,09135540990.,,0,陕西
7159785426332599052,[爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰],,0,2022-10-29 12:24:17,连连妹,https://www.douyin.com/user/MS4wLjABAAAAyhlrlg3gEW52gMejPXw4lKcqbmRFrtvmDQb5F_UxShEsv2Yzp6qstA6V-WQ_9ztc,lianlianmei314,,0,广东
7159783031741219622,[玫瑰][玫瑰][玫瑰],,0,2022-10-29 12:14:59,王美麗,https://www.douyin.com/user/MS4wLjABAAAAtTEi9-XFScXsjNKf_0UEGM5p_L3vpnuQn67yp1hMe4o,,"我就是我，不一樣的煙火
开黑小伙伴：",0,安徽
7159782099511575337,好漂亮[赞][赞][赞][赞][赞][赞][赞][赞][赞],,0,2022-10-29 12:11:26,笑口常开,https://www.douyin.com/user/MS4wLjABAAAAOHBOGyTcpLHth3dPN9U67ucHJb5H_LZ4RASmpBK4kBLa9GtFQq63x87A6_KMky7j,guoqudewangs62,,0,四川
7159781500375974695,@[玫瑰][爱心][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-29 12:09:04,薛姐,https://www.douyin.com/user/MS4wLjABAAAAq0TjYZbgwPNB5yPBFonGxLAPaykJ8A4AbctmOnrCWrBiCn62G0C6qpJhvbSXbNLc,dyu8ducno859,薛德芳,0,江苏
7159778773067334435,[赞][赞][赞][赞],,0,2022-10-29 11:58:28,小糖豆！！！(=^▽^=),https://www.douyin.com/user/MS4wLjABAAAAVYZs91qdH-b7tfey1Ah9Kd3HgshfTm4IUHCQoC-jqGU,,#,0,安徽
7159778657085883170,我每天刚刚敷完面膜擦好脸，皮肤好的。刚刚卸了妆，洗了脸，皮肤就不怎么好了。有没有同款皮肤的呀？,,0,2022-10-29 11:58:01,江门包租婆,https://www.douyin.com/user/MS4wLjABAAAARHRLJYJJRFmYjyZCMyWAf26SZR9v7uS_H3jYfAMoCY__OI-wOVeg_q1bmWiOVJ2q,44444727783,大家好，我目前在的位置是广东江门东湖公园对面！如果你在这附近刚好又需要租房可以随时过来的。日租月租都有的哦！抖音来的的粉丝们我会给优惠的哦！,0,贵州
7159777730443379490,[比心][比心][比心][比心][比心],,0,2022-10-29 11:54:30,ღꕥ᭄ꦿ往后余生এ⁵²º᭄：,https://www.douyin.com/user/MS4wLjABAAAAPWRE5Wx-a6EDlfAqkhlCz3mhcaR7gusz3hKhh3FjQFc,109497694957zyw,,0,江西
7159777367782966048,美美的[比心],,0,2022-10-29 11:53:02,睿宝麻麻,https://www.douyin.com/user/MS4wLjABAAAAZIQEMIsUzEm1vSbFPT3SKjhamDYww-IYICK1KJJEXyU,L1871053942,"👑谢谢你长的那么好看还关注我
👇自用好物都在➗窗，可🔍关键词
✉️合抖音同号（备注来意）
🍀分享日常～穿搭～文案",0,云南
7159776992921862919,[色][色],,0,2022-10-29 11:51:32,🌈芫华,https://www.douyin.com/user/MS4wLjABAAAAZb0iX0oJRa4Tp-JQc4c4XRM1lMt_3v9F7mmt7IiDbhAvlkp61gmgE0B0J6xDGQZo,dy877efqdc4m,,0,湖南
7159775372375376678,不错[比心],,0,2022-10-29 11:45:13,用户4295619421652,https://www.douyin.com/user/MS4wLjABAAAAg6lX_x9p1gAwUOKySeFlZ-D1HngAyRC9ihYWNSCIETg,46440242069,,0,辽宁
7159775112480293645,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],,0,2022-10-29 11:44:17,亮姐,https://www.douyin.com/user/MS4wLjABAAAADtA7AZqV9tSTVdKTmKW0PECX3oMQaYeSDDfjJuq9g5st8jwB6Z_uQxM5XNOzSX1k,guoguo1039050,,0,江苏
7159772271631237920,[晕][晕][晕],,0,2022-10-29 11:33:12,陈姐,https://www.douyin.com/user/MS4wLjABAAAAR4hQyoUW-JUjdKdCMKN7tM7n132BpiNURMnW2Bb29dA,chenjie48747,,0,湖南
7159772084557972256,果然评论区都是人才，我是来看评论的,,0,2022-10-29 11:32:32,做广告的大珊姐,https://www.douyin.com/user/MS4wLjABAAAABiZ0DBxRs0esIS14zvZZ1CQdGxjuhmWtV5M2c_WqTto,,,0,贵州
7159770359762453279,@执秋,,0,2022-10-29 11:25:48,什么小A,https://www.douyin.com/user/MS4wLjABAAAAhCgzATdbEko2aCvAfbiyJbz9z60lfcs5IZ_xv_Gkq3U,welly24,我都明白 可眼泪还往下流,0,河南
7159769586946343710,@鹤归,,0,2022-10-29 11:22:52,Yannnxx,https://www.douyin.com/user/MS4wLjABAAAA0mvv-4dEW0yJvX7-5fJzurk6djEfIxEj0cMOpM1p3Rw,,💽,0,上海
7159763143882867470,[赞],,0,2022-10-29 10:57:52,小菠萝奶奶,https://www.douyin.com/user/MS4wLjABAAAAv3q2AzwPo2rQYYiFIsKIBXJHp1efXuLYOIsr8pdZ2yA,,愿得一小屋，不必豪华，能坐看云淡风轻，可以种树栽花。,0,浙江
7159761802602414863,@pluto..,,0,2022-10-29 10:52:37,￴ ￴ㅤㅤㅤㅤㅤ,https://www.douyin.com/user/MS4wLjABAAAAyoa4X8vzsAdyhwYij4VA-1PkAsgGXDH6ZYNWS0qdDZkpPGtieSFP_gSJdTaOQjdW,xYQAQz,￴ ￴ㅤㅤㅤㅤㅤ,1,河南
7159751860714226435,加油加油,,0,2022-10-29 10:14:04,梦梦,https://www.douyin.com/user/MS4wLjABAAAASj3xWLq83wAFR9S9spT8fKYmKKYWTQbYuMgftIBxuEw,36630066126,每天做不一样的梦,0,广东
7159749744835035911,果然评论区都是人才，我是来看评论的,,0,2022-10-29 10:05:54,用户0559594318913,https://www.douyin.com/user/MS4wLjABAAAAVLsOo-guCkrIC2cKMg9Qdb2WgMci1jYvfPQjlu3L1UE,38829752632,,0,重庆
7159745887504778019,[赞][赞][赞],,0,2022-10-29 09:50:55,删除记忆,https://www.douyin.com/user/MS4wLjABAAAAYztkjO_CuXnSuNO-1X1j_-eeQkS6xssvW94b3F1JkyKoNmMbYHE8rlXZ5lOWhuET,93526101603,开心快乐，平安健康,0,辽宁
7159745652850115358,美女妹妹，旱上好好漂亮啊，及品优秀的女人花！为你点赞！[鼓掌][鼓掌][鼓掌][鼓掌][赞][赞][赞][赞][玫瑰][玫瑰],,0,2022-10-29 09:49:58,三丫头,https://www.douyin.com/user/MS4wLjABAAAAkOrmBcJTNQ31OWRlKJZdBITFqvGIGL1fzkGVpt5nBzCWkBuMw6P99UnmInkQyFgN,dya3dul3sns,请不要连赞！，感谢抖音平台给我们提供了这么好的舞台，让我们在上面展示自己的才艺和记录美好生活的中的，喜，闻，乐，见，。作品在不断进步中，喜欢和真诚的人交朋友。谢谢这么优秀的你还在关注我，感恩遇见！,0,湖南
7159744265660236579,,,0,2022-10-29 09:44:37,amornbat,https://www.douyin.com/user/MS4wLjABAAAAbAtn6JLxLtXaenGGu7TGgOgEBN1rH4oNT0LUYV9wvHw,amornmi,"📲amornbat🍩qq.com
📕amornmi
只回女生私信/不加陌生人
回评论 很少回私信",0,广东
7159740676950508292,@[赞][赞][赞][赞][赞][赞][赞][赞][赞],,0,2022-10-29 09:30:40,幸福长久,https://www.douyin.com/user/MS4wLjABAAAAj5__3UiVG892QNrGgYaVsrQoshfrsGnCshCtyr8e9EE,dyh8bik55uks,饭搭子,0,江西
7159740523212882699,@[赞][赞][赞][玫瑰][玫瑰][玫瑰][鼓掌][鼓掌][鼓掌][爱心][爱心][爱心],,0,2022-10-29 09:30:04,吴睿轩奶奶爱跳广场舞,https://www.douyin.com/user/MS4wLjABAAAAezmUFefVGV_GSoodBmvYVrCdXRhmfXvEXzNZC3qWskU,huipai61332,,0,江苏
7159734760766817035,[色][色][色][色],,0,2022-10-29 09:07:41,一寸河山,https://www.douyin.com/user/MS4wLjABAAAAQr2x4cGIb2yJj9doEExY-BGJ6DEUeewuboarADZhCwI,,生当作人杰，死亦为鬼雄,0,陕西
7159734730635297574,我一个女人都喜欢她，高级感拉满,,0,2022-10-29 09:07:35,乔乔爱吃,https://www.douyin.com/user/MS4wLjABAAAABiStmORRmnvojv5USgfPpV__U3AZowWVRGFKpAce6RfDLKnJIBl_Im4LbeacHoDt,67215887697,,0,安徽
7159731254203286286,@小孫同学,,0,2022-10-29 08:54:06,耀快乐亚,https://www.douyin.com/user/MS4wLjABAAAAK3hnJLenpEuonu6rFH3kQ5cWzulM8lSX3ypFiqdHahM,0923with0304,"43
4
3
6
团",0,河北
7159730939022803753,,,0,2022-10-29 08:52:55,香姐,https://www.douyin.com/user/MS4wLjABAAAAe0KtHuYjIKXzoFROsmqkRtEEeZqBa6aEnh2Ns_gxCDU,duokanyiyan618,,0,四川
7159730478202716965,,,0,2022-10-29 08:51:09,西红柿,https://www.douyin.com/user/MS4wLjABAAAAzSpaquafw6wAYSY_fGX5Nbd46hU7FNcvai3cXsHppMs,77777776102aaa,"🍎多多不会主动联系任何人
🍎每天分享优质好物，感谢惠顾
     自用好物在【橱窗】哦",0,陕西
7159726311501349632,漂亮小姐姐[赞],,0,2022-10-29 08:34:59,阳光明媚,https://www.douyin.com/user/MS4wLjABAAAASUxDGmd2eLLa5K2TvR09JtEHeX8-YXnvd2JzL-HgBps,,做更好的自己,0,河北
7159725065541927715,[赞][赞][赞][赞][赞],,0,2022-10-29 08:30:12,红叶摇春风,https://www.douyin.com/user/MS4wLjABAAAAvvEdlN4Ju3SyBhkpzn24KxOpt28xAQr2s8jAMwO64VD987V31gj9hI7ua_bx7u8L,71042864513,,0,江苏
7159723496338309919,[赞][赞][赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],,0,2022-10-29 08:24:00,陈太太,https://www.douyin.com/user/MS4wLjABAAAAGdc-uOB4lFWHu7IbPEnz_3nNYgVkIqU6SIG8Us35NIclN3fki5BzeQX1GMFuq7Ju,chentaitai5148,天津市南开静雅老人院-,0,天津
7159723479927292680,[赞][赞],,0,2022-10-29 08:23:59,袁细林,https://www.douyin.com/user/MS4wLjABAAAAjlYZQJKTk7SmEV-7OR-hb7Hkj52HPkAwCOjy3vwxFkg,,袁细林,0,湖南
7159722381337101056,素颜像包文婧化妆像张柏芝[看][看],,0,2022-10-29 08:19:40,I2day.,https://www.douyin.com/user/MS4wLjABAAAAA6k6meETkLYCw2Iwa-MxscRvD63s2lcofDXUAsYczPY,,1,0,河北
7159722077766271784,太漂亮了[赞][赞][赞],,0,2022-10-29 08:18:30,cdx,https://www.douyin.com/user/MS4wLjABAAAAh61QFoQJNuxoPtT_OIr6EXqyG3olnneImoDBhVuOTZM,,愿时光足够美好，抵得住你上扬的嘴角。,0,重庆
7159718833153377061,漂亮[赞][赞][赞],,0,2022-10-29 08:05:55,用户温玖,https://www.douyin.com/user/MS4wLjABAAAAzK92NzSlP7BF_I5d4ryOgynBT8A7HDr5Y2EYZyoV8OE,yonghuwenjiu84,简单,0,重庆
7159718498691760936,[比心][比心][比心],,0,2022-10-29 08:04:41,青菊,https://www.douyin.com/user/MS4wLjABAAAAgw1jCtKGyDKW0vKMe59TZTU5p7w7te4in-IvNU2Tx-g,,,0,湖南
7159716834971271951,@[赞][赞][赞][赞][玫瑰][玫瑰],,0,2022-10-29 07:58:15,谢谢你,https://www.douyin.com/user/MS4wLjABAAAAzJ3rd95iis1MnqKAy1YEpioS4kzJyZ7SgGaC_2BRWeM,dypw70b9h1t9,江苏宿迁,0,江苏
7159714488845058851,值得拥有[赞][赞][赞][赞],,0,2022-10-29 07:49:08,飞梦,https://www.douyin.com/user/MS4wLjABAAAAvM5kcaoavoNvss_0ff3EsUbbbZb6s95MSBHeKbZbiI4,,每天与运动相结合，认真做好一切事情，顺其自然，就是最好的！,0,甘肃
7159714069498217249,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][爱心][爱心][爱心][爱心],,0,2022-10-29 07:47:27,涂三姐,https://www.douyin.com/user/MS4wLjABAAAAm1z6Gy2uy-CKRbyg-4RixN_XK-lb7XBmG3RPcRLQzxj2WbAJ3K308d8ALou7ohBf,85571117351,我是57年出生的农村大妈，小学只读了二年级，喜欢唱山歌，愿我的歌声能给大家带来欢乐,0,湖北
7159713277361079048,[赞][赞][赞],,0,2022-10-29 07:44:19,用户940864896,https://www.douyin.com/user/MS4wLjABAAAAfXOfV-BotIPILm1dtESQoplKY1nzUA2W08S9oKrFWQroYxlZUQSbS1F9Q2o84eJE,dy5wbgxutysi,拒绝私聊。拒绝合拍。,0,河南
7159712800989217567,@WJH.- @YN,,0,2022-10-29 07:42:31,手机大王,https://www.douyin.com/user/MS4wLjABAAAAR_ACmCG12KnytmpBITKI8lWkiAiRvSaWsAEZB7yVt20,,我也不知道,0,河南
7159710065951408936,[赞][赞][赞][赞],,0,2022-10-29 07:31:57,初夏、,https://www.douyin.com/user/MS4wLjABAAAAPR8E4MnrBZISW-rvIii2ipydOfitTTQ_xXcj7O9FDSs,dyruykv4obk4,,0,上海
7159709463946363683,[赞][赞],,0,2022-10-29 07:29:34,言言妈妈,https://www.douyin.com/user/MS4wLjABAAAA9RRrhKxLPmQt4gG5DDQ2KaJOMzLY2qWKyK942LRw9CM,,🌸越努力越幸运！加油！,0,内蒙古
7159708843530257186,[赞][赞][赞][赞][赞][赞],,0,2022-10-29 07:27:17,小叶子,https://www.douyin.com/user/MS4wLjABAAAAM0B05DNCrqyyc-e0dHflgmVsiAAeKHTBe6fhQKtWUHs,,付出才有收获，坚持才会成功。做一个勤奋的人，,0,四川
7159708577568293670,好皮肤离不开好产品,,0,2022-10-29 07:26:06,用户7181655687748,https://www.douyin.com/user/MS4wLjABAAAAYbS85aLIvdPHDQtiITz7pRAUV8vNK_Kk978pnZBsxq8,dyr5529ddzj7,,0,重庆
7159707152449258276,好美啊[赞][赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][比心][比心][比心][比心],,0,2022-10-29 07:20:38,老太太不老,https://www.douyin.com/user/MS4wLjABAAAA7zRwwHBu1ga1aXjGxr3SFOTAvBWBVCtIfHM7BzfQzGC-KqehTpf0kzYsUS1nMgNr,la111otaitaibul5,#,0,河南
7159706960986735367,好漂亮的小姐姐[赞],,0,2022-10-29 07:19:49,大丫头666,https://www.douyin.com/user/MS4wLjABAAAAA-iLe8H-3Mm9k0wVSRI-YxTiLK-72aQXcEjsYx2uoQY,,谢谢关注,0,河北
7159702938713146124,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],,0,2022-10-29 07:04:16,石姐,https://www.douyin.com/user/MS4wLjABAAAA8y3QCrWM-Ic69s6Q8F5kmZW3HjmPZcF8lzueUCFPuec,shijie17582,我是农村人,0,安徽
7159702176549258019,[赞][赞][赞][赞]漂亮,,0,2022-10-29 07:01:20,牛背山花花,https://www.douyin.com/user/MS4wLjABAAAAnecfhwaeqBTfruh-vcVZmtdKf9HB8XaLuUhyeSB5JIco87meZoCUzFQt5BV8clQZ,30717922503,,0,四川
7159700797176939271,高级感这方面，还得我秀香啊[发呆][发呆][发呆][发呆],,0,2022-10-29 06:56:00,漫漫长路,https://www.douyin.com/user/MS4wLjABAAAA0xOCZxG6_ydxaNpSY2HVvqi0rtz30x4MfkeihQA018uCfLaTZALinRomdc1t3mip,6831.92111,,0,湖南
7159697854466081571,@暗号,,0,2022-10-29 06:44:39,钞票公主,https://www.douyin.com/user/MS4wLjABAAAAvqSG0Z0lrIQSfxgFGMTzbXaketurgw1bm_vpFUp0nxo,89251930614,。,0,浙江
7159697724463596299,,,0,2022-10-29 06:44:07,涂湘兰,https://www.douyin.com/user/MS4wLjABAAAAp_M-w6gYgnnu789CFFmWluNgN7mnH-xPL2N0Ujc0wBg,tuxianglan84,,0,江西
7159694682799948583,好漂亮的小姐姐皮肤真好[比心],,0,2022-10-29 06:32:14,洗衣~好物优选,https://www.douyin.com/user/MS4wLjABAAAAMDH02cw1-0oSEt4m40zhhPXjuT82gmtqmOgN7_yyWrc,,"感谢抖音提供正能量的绿色平台
感谢家人的关注",0,山东
7159694350901199655,[赞][赞][赞][赞][赞][赞][赞],,0,2022-10-29 06:31:05,海棠依旧,https://www.douyin.com/user/MS4wLjABAAAAMbsP84lPsdNZQAsfuzYpnZcc76LIo0S7EMMb9JOd0tw,,,0,黑龙江
7159693020609889059,[闭嘴][闭嘴][闭嘴][闭嘴][闭嘴][机智][机智][机智][赞][赞][赞][鼓掌][鼓掌][感谢][感谢][感谢][来看我][来看我][灵机一动],,0,2022-10-29 06:25:53,何丁苏,https://www.douyin.com/user/MS4wLjABAAAAIE1YqDeVog2qzFx-2cJepBJIfSQdMj0QrJ3XBdBQR5Q,hedingsu8222,恋人：,0,湖南
7159692365900235524,漂亮[玫瑰][玫瑰][玫瑰],,0,2022-10-29 06:23:22,贵州飞姐。,https://www.douyin.com/user/MS4wLjABAAAAx8ln8uPU58zG1F0k35EgZ9A9DGmdl-mQZBf2CJQ39Y8,,"我是来自贵州农村的飞姐。80后宝马
一名抖音创业者，娱乐+带货主播
感恩遇见。感谢喜欢。
乾坤未定。你我偕是黑马",0,浙江
7159689978338951940,[赞][赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][比心][比心][比心][比心][比心][玫瑰][玫瑰][玫瑰][玫瑰][666][666][666],,0,2022-10-29 06:14:03,环球门锁,https://www.douyin.com/user/MS4wLjABAAAABLK_Xboz8SbBL568JFC9ZeP4RTsyvSz7DN4dPWFHDwWVNo3Q8L3QNpzQsWW6wmwh,81181406666,,0,浙江
7159689314383708936,漂亮[赞][赞][赞],,0,2022-10-29 06:11:23,秀儿,https://www.douyin.com/user/MS4wLjABAAAAJ9kyeT93HVsHKT4Xdn44SrCSCq5-Q_7lFL1ycM6wF8Q,,,0,四川
7159687532950602530,[赞][赞][赞][赞][赞],,0,2022-10-29 06:04:41,雪中缘,https://www.douyin.com/user/MS4wLjABAAAAVvcu-VUioKlFji_WEg4QmNXY43v4fBq107z-fDpIHZf1-2PiXvxyixUiKa-7VBFb,20063004772,,0,重庆
7159687339336368911,好美。喜欢[比心][比心][比心],,0,2022-10-29 06:03:48,福宝,https://www.douyin.com/user/MS4wLjABAAAAJl7amaYi5Wfqbn-MqRN8AaGbGLsiIU1E1v8FstklbCY,5366li,谢谢您的关注,0,江苏
7159680303450227494,[赞][赞][赞],,0,2022-10-29 05:36:33,大涵,https://www.douyin.com/user/MS4wLjABAAAAvrH6JYg4P9YUc0mOTDDmZUv1jUKzvy0twvXk8SXOxd8,,,0,江苏
7159678660637967134,[赞][赞][鼓掌][鼓掌][感谢][感谢][来看我][晕][晕],,0,2022-10-29 05:30:16,琼姐,https://www.douyin.com/user/MS4wLjABAAAATpclScm_CFu_MnAI4qvyEISndetD4xA5fHFPdzbowd8,W1893338889,快乐每一天顺其自然吧，过好一生希望在以后的日子里更开心，更加美好,0,浙江
7159677853708616489,[鼓掌][赞][感谢][感谢][感谢],,0,2022-10-29 05:27:16,用户6774751690039,https://www.douyin.com/user/MS4wLjABAAAABr61ugB6EzfjOEtYmGBtx03_qT9U57nQ9jj0-Glow80,52561950518,,0,上海
7159656379106558750,[赞][赞],,0,2022-10-29 04:04:18,沈云贵姐姐（沈英）,https://www.douyin.com/user/MS4wLjABAAAAu1CiEZMWPr5srnCkAtS846Agcu3waCJSdt22ZsfqvUQ,shinying180607,1999年至2023年，历史24年的艰辛寻亲路，终于找到了两个弟弟，在此特别感谢寻找弟弟的过程中给予我帮助和支持的家人们🙏,0,贵州
7159644741130289933,[赞][赞][赞][赞][赞],,0,2022-10-29 03:19:24,桂英,https://www.douyin.com/user/MS4wLjABAAAA8gaKT2aTfSGX6lGuStPQFzte3l7m0Bq4CdzVAdeihtD34Hx1CUpIiQeyqVYKx0l_,guiying44454,,0,四川
7159627010309341964,[赞][鼓掌][感谢],,0,2022-10-29 02:09:59,祖碧,https://www.douyin.com/user/MS4wLjABAAAAOOYZT3DAPr6Yck_ZL6Uh1DAEurTManyBjOPKkvcaTOI,1347189790z,,0,重庆
7159625244407300868,[比心][爱心][玫瑰],,0,2022-10-29 02:03:22,用户2379135257064,https://www.douyin.com/user/MS4wLjABAAAAxHsE5NXdUqQq6HtOMLzvd1Ix-M_rDmQ--C7jQocupo8,28398668144,,0,上海
7159615050796581639,这个面霜确实好用,,0,2022-10-29 01:23:25,会忘了小美吗,https://www.douyin.com/user/MS4wLjABAAAA3ruitHof4JjGrtsCpeuB2XuNGST8HVCE7cUH6qSb_os,dyko5uvqmqff,谢谢你的关注,0,湖南
7159611537547559693,钱不是女人的胆，化妆才是💄,,0,2022-10-29 01:09:52,用户4466312547365,https://www.douyin.com/user/MS4wLjABAAAAs7EV72TYQtABQ_NjanXPyRxdvkVcwp8_1HTWL9S_t1UtNNNMxuFl18ntrCoQbgU3,20984099743,,0,广东
